magic,control,drop_0.8,drop_0.9,drop_0.95,drop_0.99,flip_0.9,flip_0.95,drop_0.9_r2,drop_0.9_reg0.05,drop_0.9_reg0.3,raw_control,raw_drop_0.9
349,0.9684714828897341,0.9691026615969581,0.9690570342205324,0.9693307984790874,0.9691634980988593,0.969087452471483,0.9693916349809886,0.9692091254752851,0.9685703422053232,0.9710722433460076,0.9528669201520912,0.9550418250950571
350,0.9688715953307393,0.9707179369802396,0.970595864805066,0.9708705271992065,0.9710688944838636,0.9703974975204089,0.9708094911116197,0.970702677958343,0.9709773403524834,0.9700465400167849,0.963256275272755,0.9647364003967346
351,0.952553967771359,0.9547430830039526,0.9546974764366069,0.9546214654910307,0.9546518698692611,0.9547506840985102,0.9545834600182427,0.9548799027059897,0.9532456673761022,0.9548190939495287,0.9431742170872606,0.9414867740954698
352,0.9554351145038168,0.9541832061068701,0.954412213740458,0.954412213740458,0.9544274809160305,0.9534198473282443,0.9534198473282443,0.9543511450381679,0.955030534351145,0.9556946564885496,0.9457099236641222,0.9453282442748091
353,0.9476856868161216,0.9542860195034109,0.954331802157889,0.9543318021578893,0.9543928456971936,0.9535306057045189,0.9537442580920842,0.9549803897629985,0.952675996154257,0.9537289972072581,0.9388038518473303,0.9386512429990692
354,0.9447174072265625,0.9429779052734375,0.9427032470703125,0.9424591064453125,0.943115234375,0.944000244140625,0.9434661865234375,0.9425811767578125,0.9422454833984375,0.9440155029296875,0.9373321533203125,0.9375457763671875
355,0.9552681177042802,0.9558912937743191,0.9559520914396886,0.95614968385214,0.9560888861867705,0.9559216926070039,0.9563016780155642,0.95570890077821,0.9560128891050583,0.9565904669260701,0.9434733706225681,0.9457836819066149
356,0.9265430685893036,0.9375906004425116,0.9377431906614786,0.9376363775082017,0.9374074921797513,0.9388876173037308,0.9389181353475242,0.9359731441214618,0.9407492179751277,0.9357442587930114,0.9040970473792631,0.9069962615396353
357,0.9612484737484738,0.9588675213675213,0.9589743589743589,0.9592948717948717,0.9600122100122099,0.9561813186813186,0.9568681318681318,0.9592490842490842,0.9592643467643467,0.9594474969474969,0.9567155067155068,0.9563797313797314
358,0.9567307692307692,0.9548229548229549,0.9545787545787545,0.954594017094017,0.9542735042735043,0.9546550671550672,0.9549755799755799,0.9546626984126985,0.9553724053724053,0.9551892551892551,0.9478174603174603,0.9503510378510379
359,0.9673264455873152,0.9679902940772506,0.9678376852289895,0.9675477284172936,0.9674256413386848,0.9682955117737727,0.9679750331924245,0.9680818593862072,0.9678453156714026,0.9686694034520121,0.9471057731927297,0.9477772521250782
360,0.9548027771419851,0.9545738918135347,0.9543144884412909,0.9553063248645761,0.9551384756237125,0.9530937666895551,0.9544365606164644,0.9542839703974976,0.9542839703974975,0.9547417410543985,0.9464560921644923,0.9481040665293355
361,0.9594644083314259,0.9581063553826199,0.9579079880979628,0.9580300602731364,0.9582894636453803,0.957602807660029,0.9577248798352026,0.9581216144045166,0.9582284275577935,0.9579308766308079,0.9573968108644236,0.9514000152590218
362,0.9384880668986144,0.9345815784654825,0.9344137215406214,0.9341543062931087,0.9337957028627235,0.9345357993041566,0.9343679423792955,0.9349172923152047,0.9354361228102301,0.934306903497528,0.9389153390709881,0.9381065738875665
363,0.9438934326171875,0.9486846923828125,0.9487457275390625,0.948516845703125,0.9488983154296875,0.9498291015625,0.9495697021484375,0.948394775390625,0.9488067626953125,0.9489593505859375,0.9376678466796875,0.9421844482421875
