magic,baseline_final,baseline_level1,no_pseudo_final,no_pseudo_level1,p09_final,p09_level1,p099_final,p099_level1
180,0.950714111328125,0.951629638671875,0.950714111328125,0.951629638671875,0.9500732421875,0.9517822265625,0.952178955078125,0.9520721435546875
181,0.9468833447775996,0.946364538033112,0.9468833447775996,0.946364538033112,0.9475547417410544,0.9458915083543146,0.9463492790112153,0.9462119478141451
182,0.9574295343137255,0.9571078431372549,0.9574295343137255,0.9571078431372549,0.957781862745098,0.9575214460784314,0.9572150735294116,0.9569087009803923
183,0.9257156808887261,0.9265854849539157,0.9257156808887261,0.9265854849539157,0.9295000915583227,0.9266617835561253,0.927684184825734,0.9282640542025268
184,0.9532617947470817,0.9550249270428015,0.9532617947470817,0.9550249270428015,0.9529578064202335,0.9555417071984436,0.9550857247081712,0.955040126459144
185,0.939681086442359,0.9395895323109789,0.939681086442359,0.9395895323109789,0.9380941481651026,0.9329213397421225,0.9383230334935531,0.937926298924239
186,0.922896162355993,0.9257648584725718,0.922896162355993,0.9257648584725718,0.9284809643701839,0.9280537117570764,0.9269245441367209,0.9270618753337911
187,0.9418015267175572,0.939969465648855,0.9418015267175572,0.939969465648855,0.9428396946564885,0.941618320610687,0.9417099236641222,0.9410839694656488
188,0.9571990966796875,0.956634521484375,0.9571990966796875,0.956634521484375,0.9613189697265625,0.955596923828125,0.9571380615234375,0.9564056396484375
189,0.9338185924433864,0.9353293047671366,0.9338185924433864,0.9353293047671366,0.9308124275163279,0.931926387108588,0.9355429408533236,0.9351614478422755
190,0.9610134970817121,0.9621382538910506,0.9610134970817121,0.9621382538910506,0.9636429961089493,0.9636581955252919,0.9616518725680935,0.9618038667315175
191,0.95414713362135,0.9540245733370102,0.95414713362135,0.9540245733370102,0.952431289640592,0.9535496522351933,0.9540245733370101,0.9540705334436376
192,0.9408560311284047,0.9399252307927062,0.9408560311284047,0.9399252307927062,0.9413595788509956,0.942748149843595,0.9399404898146029,0.9403067063401236
